Class,User,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11
1,0,76.14939312,39.76407107,-74.91962367,56.3502103,69.57968348,-65.40157443,85.10876496,65.11896339,-76.12810562,33.78417424,79.40787498,-59.18179129,60.14109319,8.144028011,-70.70259216,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,76.28359337,40.41039615,-74.51667023,85.31898383,65.7792537,-75.41931584,54.21307727,69.93041778,-66.701021,60.13684238,8.78084116,-70.72077891,34.24657223,80.04270534,-58.16249233,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,76.34180741,40.80012261,-74.32575247,85.42336832,66.16905886,-75.04046429,54.56802833,70.22098984,-66.06215407,59.9090078,9.159271623,-70.98218394,34.42170872,80.482466,-57.64503822,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,54.82890691,70.35582629,-65.5580674,59.99315864,9.376405932,-70.91950576,76.44178941,41.0239924,-74.11111363,85.47907234,66.49747984,-74.72811993,34.5436022,80.37942884,-57.32707289,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,76.40247202,41.21330714,-74.06967895,59.9730124,9.509068745,-70.94405435,85.44318619,66.61823818,-74.65437182,34.51768802,80.47066457,-57.22568206,56.30178757,71.01851158,-63.56210229,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,76.55722864,41.30405029,-73.90913368,60.33093404,9.66383583,-70.57019415,85.58947618,66.73569577,-74.44904751,34.66083678,80.50630251,-57.05337153,56.45342582,71.05832201,-63.38657051,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,76.76979418,41.31999395,-73.68269899,60.38177459,9.596977088,-70.54344127,85.63023093,66.75275891,-74.44842454,34.73650909,80.52373453,-56.99841111,56.50065117,71.13483382,-63.34678632,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,60.29156995,9.576994861,-70.63264499,35.15334339,80.61996706,-56.58482893,76.90076441,41.38584369,-73.53680926,85.80697179,66.78858536,-74.23730421,56.67017726,71.19690698,-63.15679897,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,76.93475575,41.32515989,-73.55900023,60.69855864,9.580624961,-70.17255358,35.04185653,80.53964619,-56.76944114,85.90781959,66.71304389,-74.22346162,56.76384265,71.16022597,-63.13975239,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,77.2311945,41.28328225,-73.26531474,60.91834293,9.553704432,-69.88159055,35.02062152,80.56560075,-56.83481509,86.27759981,66.64535888,-73.86398006,56.93164726,71.18152736,-63.02716084,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,77.05750977,41.2024057,-73.48175958,61.12328483,9.556019132,-69.62590011,34.882023,80.49720068,-57.03396899,86.35613967,66.5737092,-73.86306479,56.97931289,71.24200411,-63.03322132,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,61.7344989,9.673790888,-68.92491449,86.65488897,66.66714576,-73.50764514,34.81302417,80.47236062,-57.08148074,77.28944825,41.32255369,-73.20165785,57.0744953,71.37289133,-62.89987925,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,61.98606806,9.761877754,-68.67669144,34.49933043,80.62119536,-57.29861556,87.00116868,66.66688909,-73.07018129,77.37094433,41.32767928,-73.06027857,57.20767943,71.47094557,-62.71963495,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,61.67365157,9.45830934,-69.02122039,32.52774898,80.12599094,-59.43454414,87.21531258,66.2897383,-73.11284802,57.26087725,71.15030469,-63.00914924,77.54825943,40.9564316,-73.04285797,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,32.48975532,80.06316961,-59.63211118,62.05363125,9.387801318,-68.67352535,77.49089623,40.9796542,-73.16406659,87.36212126,66.20781048,-73.0306388,57.2344287,71.14517532,-63.14527581,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,63.06276724,10.94774068,-67.37630477,32.35229309,80.96089066,-57.52999687,78.16561752,42.77589762,-71.33800233,57.48733246,72.56115488,-60.96111834,87.81511371,68.22304243,-70.78501579,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,63.43567452,11.08317608,-67.00260523,32.57232435,81.04489298,-57.32862214,88.03688575,68.33555491,-70.49409204,78.35087245,42.78673514,-71.10666097,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,32.7044782,81.08355933,-57.26081708,63.47837066,11.05864896,-66.96372532,78.22649166,42.70319441,-71.24815074,87.93868508,68.1527098,-70.64849952,57.92737241,72.3302641,-60.63789208,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,63.64649486,11.11007549,-66.83104473,34.51517043,81.26570416,-55.21585743,88.31662667,68.29142438,-70.2440918,78.19270388,42.71050108,-71.30392798,58.12162035,72.37997061,-60.48737531,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,63.87554217,11.26581954,-66.56211722,34.69790381,81.36023589,-54.83925685,87.66079336,68.31547762,-70.74395175,78.16760557,42.85495695,-71.194448,58.12837255,72.48003307,-60.36149745,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,63.55735292,11.21584601,-66.88694471,34.46485576,81.28077155,-55.00757923,87.04479589,68.16509013,-71.41219288,77.33273789,42.71650506,-72.02565075,57.72105384,72.43319481,-60.77225146,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,63.34339471,11.19791993,-67.11877975,34.90546354,81.29051794,-54.55908977,87.00104767,68.24329876,-71.47587612,77.32030648,42.71743749,-72.05805075,57.73778393,72.42850089,-60.8310087,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,62.91415997,10.90620671,-67.6215251,34.64872621,81.14080916,-55.08513311,86.54093214,67.91970774,-72.25126255,76.65139205,42.37799646,-72.90548715,57.3003237,72.16685034,-61.57251889,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,62.3892077,10.89123253,-68.15234689,34.72762328,81.23628163,-54.90064142,86.23184307,67.98803673,-72.48959683,76.54983934,42.50569235,-72.99176229,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,61.93446961,10.72702567,-68.61177613,33.52694132,80.98522026,-56.03327127,86.18251065,67.88541914,-72.56983511,76.29739358,42.38923002,-73.28565857,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,61.55279477,10.72439504,-69.00479906,33.28681707,81.00087719,-56.26101084,85.92523794,67.89406552,-72.78317039,76.29009075,42.47190233,-73.26017032,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,61.08595525,10.48079179,-69.50382793,32.97479926,80.85202985,-56.75732497,85.4743722,67.70687053,-73.39062473,76.25566286,42.36794041,-73.39892309,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,60.18006877,10.32533325,-70.37052862,33.18624429,80.79439369,-56.55927842,85.46668313,67.69566877,-73.3527863,76.03011749,42.32581839,-73.62757352,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,60.0169862,10.37379109,-70.53949056,33.20580135,80.95620889,-56.40026169,85.0855244,67.69482121,-73.68009471,75.83066641,42.37442681,-73.7372279,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.91066864,10.35961719,-70.67226446,84.80438167,67.60568244,-73.9775675,32.8771037,80.98099818,-56.73776759,75.97116547,42.41039899,-73.64133663,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.67615184,10.34654535,-70.92255953,32.90332683,80.87730663,-56.73753735,84.38303786,67.5796166,-74.43203669,75.71653069,42.40394708,-73.8682414,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.75357135,10.39509973,-70.89026608,33.13164858,80.90948749,-56.47986061,84.40674103,67.6336002,-74.30472129,75.76855225,42.49888534,-73.72859034,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.58036073,10.26221761,-71.10532144,32.92005367,80.85846538,-56.76991776,83.98583038,67.53103069,-74.77355875,77.70236536,42.63909209,-71.41046295,58.47274121,72.00321634,-60.41566908,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.66048904,10.43976523,-70.9698448,33.23346588,81.06094959,-56.18585913,83.75538098,67.7492367,-74.82900213,77.96189078,42.91655976,-71.04921787,58.93945705,72.17680908,-59.76220947,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.6484878,10.61156614,-70.97045762,33.49450219,81.28216684,-55.69405973,77.9525946,43.10584043,-70.94733866,83.28772852,67.88512941,-75.09641284,58.97865265,72.32215543,-59.62076398,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1,0,59.98303887,10.69849162,-70.65676933,33.65903845,81.29592708,-55.58648131,78.11232915,43.13491053,-70.82450807,82.88628197,67.81713541,-75.26664301,59.35633629,72.28025141,-59.34390061,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
